Scenario,total_population,supply_rate,supply_total,sub_population,region_population,Allocation,utility_slope,Achieved Utility,Total Utility,Max Utility,Gini Value,Epsilon
Equal,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,
Equal,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[20000.0, 20000.0]","[[3 3]
 [3 3]]","[60000.0, 60000.0]",120000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[40000.0, 40000.0]","[[3 3]
 [3 3]]","[120000.0, 120000.0]",240000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[60000.0, 60000.0]","[[3 3]
 [3 3]]","[180000.0, 180000.0]",360000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.2,160000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[80000.0, 80000.0]","[[3 3]
 [3 3]]","[240000.0, 240000.0]",480000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.25,200000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[100000.0, 100000.0]","[[3 3]
 [3 3]]","[300000.0, 300000.0]",600000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.3,240000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[120000.0, 120000.0]","[[3 3]
 [3 3]]","[360000.0, 360000.0]",720000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.35,280000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[140000.0, 140000.0]","[[3 3]
 [3 3]]","[420000.0, 420000.0]",840000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.4,320000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[160000.0, 160000.0]","[[3 3]
 [3 3]]","[480000.0, 480000.0]",960000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[180000.0, 180000.0]","[[3 3]
 [3 3]]","[540000.0, 540000.0]",1080000.0,[1200000. 1200000.],0.0,
Equal,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[200000.0, 200000.0]","[[3 3]
 [3 3]]","[600000.0, 600000.0]",1200000.0,[1200000. 1200000.],0.0,
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.02
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.05
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.08
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.1
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.12
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.15
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.18
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.2
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.22
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.25
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.28
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.3
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.32
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.35
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.38
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.4
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.43
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.45
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.48
Fair,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,0.5
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[20800.0, 19200.0]","[[3 3]
 [3 3]]","[62400.0, 57600.0]",120000.0,[1200000. 1200000.],0.02,0.02
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[22000.0, 18000.0]","[[3 3]
 [3 3]]","[66000.0, 54000.0]",120000.0,[1200000. 1200000.],0.05,0.05
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[23200.0, 16800.0]","[[3 3]
 [3 3]]","[69600.0, 50400.0]",120000.0,[1200000. 1200000.],0.08,0.08
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[24000.0, 16000.0]","[[3 3]
 [3 3]]","[72000.0, 48000.0]",120000.0,[1200000. 1200000.],0.1,0.1
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[24799.999999999996, 15199.999999999998]","[[3 3]
 [3 3]]","[74399.99999999999, 45599.99999999999]",119999.99999999997,[1200000. 1200000.],0.12,0.12
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[26000.0, 14000.0]","[[3 3]
 [3 3]]","[78000.0, 42000.0]",120000.0,[1200000. 1200000.],0.15,0.15
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[27200.000000000004, 12800.000000000002]","[[3 3]
 [3 3]]","[81600.00000000001, 38400.00000000001]",120000.00000000003,[1200000. 1200000.],0.18,0.18
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[28000.0, 12000.0]","[[3 3]
 [3 3]]","[84000.0, 36000.0]",120000.0,[1200000. 1200000.],0.2,0.2
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[28800.0, 11200.0]","[[3 3]
 [3 3]]","[86400.0, 33600.0]",120000.0,[1200000. 1200000.],0.22,0.22
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[30000.0, 10000.0]","[[3 3]
 [3 3]]","[90000.0, 30000.0]",120000.0,[1200000. 1200000.],0.25,0.25
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[31200.0, 8800.0]","[[3 3]
 [3 3]]","[93600.0, 26400.0]",120000.0,[1200000. 1200000.],0.28,0.28
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[32000.0, 8000.0]","[[3 3]
 [3 3]]","[96000.0, 24000.0]",120000.0,[1200000. 1200000.],0.3,0.3
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[32800.0, 7200.0]","[[3 3]
 [3 3]]","[98400.0, 21600.0]",120000.0,[1200000. 1200000.],0.32,0.32
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[34000.0, 6000.0]","[[3 3]
 [3 3]]","[102000.0, 18000.0]",120000.0,[1200000. 1200000.],0.35,0.35
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[35200.0, 4800.0]","[[3 3]
 [3 3]]","[105600.0, 14400.0]",120000.0,[1200000. 1200000.],0.38,0.38
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[36000.0, 4000.0]","[[3 3]
 [3 3]]","[108000.0, 12000.0]",120000.0,[1200000. 1200000.],0.4,0.4
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[37200.0, 2800.0]","[[3 3]
 [3 3]]","[111600.0, 8400.0]",120000.0,[1200000. 1200000.],0.43,0.43
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[38000.0, 2000.0]","[[3 3]
 [3 3]]","[114000.0, 6000.0]",120000.0,[1200000. 1200000.],0.45,0.45
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[39200.0, 800.0]","[[3 3]
 [3 3]]","[117600.0, 2400.0]",120000.0,[1200000. 1200000.],0.48,0.48
Fair,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[40000.0, 0.0]","[[3 3]
 [3 3]]","[120000.0, 0.0]",120000.0,[1200000. 1200000.],0.5,0.5
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[41600.0, 38400.0]","[[3 3]
 [3 3]]","[124800.0, 115200.0]",240000.0,[1200000. 1200000.],0.02,0.02
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[44000.0, 36000.0]","[[3 3]
 [3 3]]","[132000.0, 108000.0]",240000.0,[1200000. 1200000.],0.05,0.05
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[46400.0, 33600.0]","[[3 3]
 [3 3]]","[139200.0, 100800.0]",240000.0,[1200000. 1200000.],0.08,0.08
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[48000.0, 32000.0]","[[3 3]
 [3 3]]","[144000.0, 96000.0]",240000.0,[1200000. 1200000.],0.1,0.1
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[49599.99999999999, 30399.999999999996]","[[3 3]
 [3 3]]","[148799.99999999997, 91199.99999999999]",239999.99999999994,[1200000. 1200000.],0.12,0.12
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[52000.0, 28000.0]","[[3 3]
 [3 3]]","[156000.0, 84000.0]",240000.0,[1200000. 1200000.],0.15,0.15
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[54400.0, 25600.0]","[[3 3]
 [3 3]]","[163200.0, 76800.0]",240000.0,[1200000. 1200000.],0.18,0.18
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[56000.0, 24000.0]","[[3 3]
 [3 3]]","[168000.0, 72000.0]",240000.0,[1200000. 1200000.],0.2,0.2
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[57600.0, 22400.0]","[[3 3]
 [3 3]]","[172800.0, 67200.0]",240000.0,[1200000. 1200000.],0.22,0.22
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[60000.0, 20000.0]","[[3 3]
 [3 3]]","[180000.0, 60000.0]",240000.0,[1200000. 1200000.],0.25,0.25
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[62400.0, 17600.0]","[[3 3]
 [3 3]]","[187200.0, 52800.0]",240000.0,[1200000. 1200000.],0.28,0.28
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[64000.0, 16000.0]","[[3 3]
 [3 3]]","[192000.0, 48000.0]",240000.0,[1200000. 1200000.],0.3,0.3
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[65600.0, 14400.0]","[[3 3]
 [3 3]]","[196800.0, 43200.0]",240000.0,[1200000. 1200000.],0.32,0.32
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[68000.0, 12000.0]","[[3 3]
 [3 3]]","[204000.0, 36000.0]",240000.0,[1200000. 1200000.],0.35,0.35
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[70400.0, 9600.0]","[[3 3]
 [3 3]]","[211200.0, 28800.0]",240000.0,[1200000. 1200000.],0.38,0.38
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[72000.0, 8000.0]","[[3 3]
 [3 3]]","[216000.0, 24000.0]",240000.0,[1200000. 1200000.],0.4,0.4
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[74400.0, 5600.0]","[[3 3]
 [3 3]]","[223200.0, 16800.0]",240000.0,[1200000. 1200000.],0.43,0.43
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[76000.0, 4000.0]","[[3 3]
 [3 3]]","[228000.0, 12000.0]",240000.0,[1200000. 1200000.],0.45,0.45
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[78400.0, 1600.0]","[[3 3]
 [3 3]]","[235200.0, 4800.0]",240000.0,[1200000. 1200000.],0.48,0.48
Fair,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[80000.0, 0.0]","[[3 3]
 [3 3]]","[240000.0, 0.0]",240000.0,[1200000. 1200000.],0.5,0.5
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[62400.0, 57600.0]","[[3 3]
 [3 3]]","[187200.0, 172800.0]",360000.0,[1200000. 1200000.],0.02,0.02
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[66000.0, 54000.0]","[[3 3]
 [3 3]]","[198000.0, 162000.0]",360000.0,[1200000. 1200000.],0.05,0.05
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[69600.0, 50400.0]","[[3 3]
 [3 3]]","[208800.0, 151200.0]",360000.0,[1200000. 1200000.],0.08,0.08
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[72000.0, 48000.0]","[[3 3]
 [3 3]]","[216000.0, 144000.0]",360000.0,[1200000. 1200000.],0.1,0.1
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[74400.0, 45600.0]","[[3 3]
 [3 3]]","[223200.0, 136800.0]",360000.0,[1200000. 1200000.],0.12,0.12
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[78000.0, 42000.0]","[[3 3]
 [3 3]]","[234000.0, 126000.0]",360000.0,[1200000. 1200000.],0.15,0.15
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[81600.0, 38400.0]","[[3 3]
 [3 3]]","[244800.0, 115200.0]",360000.0,[1200000. 1200000.],0.18,0.18
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[84000.0, 36000.0]","[[3 3]
 [3 3]]","[252000.0, 108000.0]",360000.0,[1200000. 1200000.],0.2,0.2
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[86399.99999986112, 33600.00000013889]","[[3 3]
 [3 3]]","[259199.99999958335, 100800.00000041668]",360000.0,[1200000. 1200000.],0.2199999999988426,0.22
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[90000.0, 30000.0]","[[3 3]
 [3 3]]","[270000.0, 90000.0]",360000.0,[1200000. 1200000.],0.25,0.25
Fair,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[93600.0, 26400.0]","[[3 3]
 [3 3]]","[280800.0, 79200.0]",360000.0,[1200000. 1200000.],0.28,0.28
